Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[cell type]	Characteristics[FACS marker]	Characteristics[organism part]	Characteristics[stimulus]	Characteristics[inferred cell type]	Characteristics[plate identity]	Characteristics[run id]	Characteristics[single cell well quality]	Characteristics[post analysis well quality]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[single cell identifier]	Factor Value[cell type]	Factor Value[FACS marker]	Factor Value[organism part]	Factor Value[stimulus]	Factor Value[inferred cell type]
24013_#127	ERS3961470	SAMEA6161459	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#127	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#127	sequencing assay	ERX3641106	24013_127_R1.fastq.gz	24013_127_R1.fastq.gz	ERR3649022	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3649022/ERR3649022_1.fastq.gz	cell24013_127	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#127	ERS3961470	SAMEA6161459	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#127	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#127	sequencing assay	ERX3641106	24013_127_R2.fastq.gz	24013_127_R2.fastq.gz	ERR3649022	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3649022/ERR3649022_2.fastq.gz	cell24013_127	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#128	ERS3961471	SAMEA6161460	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#128	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#128	sequencing assay	ERX3641107	24013_128_R1.fastq.gz	24013_128_R1.fastq.gz	ERR3649023	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3649023/ERR3649023_1.fastq.gz	cell24013_128	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#128	ERS3961471	SAMEA6161460	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#128	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#128	sequencing assay	ERX3641107	24013_128_R2.fastq.gz	24013_128_R2.fastq.gz	ERR3649023	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3649023/ERR3649023_2.fastq.gz	cell24013_128	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#129	ERS3961472	SAMEA6161461	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#129	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#129	sequencing assay	ERX3641108	24013_129_R1.fastq.gz	24013_129_R1.fastq.gz	ERR3649024	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3649024/ERR3649024_1.fastq.gz	cell24013_129	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#129	ERS3961472	SAMEA6161461	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#129	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#129	sequencing assay	ERX3641108	24013_129_R2.fastq.gz	24013_129_R2.fastq.gz	ERR3649024	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3649024/ERR3649024_2.fastq.gz	cell24013_129	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#13	ERS3961473	SAMEA6161462	Homo sapiens	adult	normal	control_well	control_well	control_well	control_well	not available	CF03YBY3	24013	not OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#13	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#13	sequencing assay	ERX3641109	24013_13_R1.fastq.gz	24013_13_R1.fastq.gz	ERR3649025	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3649025/ERR3649025_1.fastq.gz	cell24013_13	control_well	control_well	control_well	control_well	not available
24013_#13	ERS3961473	SAMEA6161462	Homo sapiens	adult	normal	control_well	control_well	control_well	control_well	not available	CF03YBY3	24013	not OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#13	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#13	sequencing assay	ERX3641109	24013_13_R2.fastq.gz	24013_13_R2.fastq.gz	ERR3649025	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3649025/ERR3649025_2.fastq.gz	cell24013_13	control_well	control_well	control_well	control_well	not available
24013_#130	ERS3961474	SAMEA6161463	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#130	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#130	sequencing assay	ERX3641110	24013_130_R1.fastq.gz	24013_130_R1.fastq.gz	ERR3649026	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3649026/ERR3649026_1.fastq.gz	cell24013_130	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#130	ERS3961474	SAMEA6161463	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#130	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#130	sequencing assay	ERX3641110	24013_130_R2.fastq.gz	24013_130_R2.fastq.gz	ERR3649026	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3649026/ERR3649026_2.fastq.gz	cell24013_130	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#131	ERS3961475	SAMEA6161464	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#131	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#131	sequencing assay	ERX3641111	24013_131_R1.fastq.gz	24013_131_R1.fastq.gz	ERR3649027	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3649027/ERR3649027_1.fastq.gz	cell24013_131	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#131	ERS3961475	SAMEA6161464	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#131	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#131	sequencing assay	ERX3641111	24013_131_R2.fastq.gz	24013_131_R2.fastq.gz	ERR3649027	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3649027/ERR3649027_2.fastq.gz	cell24013_131	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#132	ERS3961476	SAMEA6161465	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#132	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#132	sequencing assay	ERX3641112	24013_132_R1.fastq.gz	24013_132_R1.fastq.gz	ERR3649028	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/008/ERR3649028/ERR3649028_1.fastq.gz	cell24013_132	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#132	ERS3961476	SAMEA6161465	Homo sapiens	adult	normal	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available	CF03YBY9	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#132	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#132	sequencing assay	ERX3641112	24013_132_R2.fastq.gz	24013_132_R2.fastq.gz	ERR3649028	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/008/ERR3649028/ERR3649028_2.fastq.gz	cell24013_132	conventional dendritic cell	CD11c+ HLA-DR+	blood	none	not available
24013_#133	ERS3961477	SAMEA6161466	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#133	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#133	sequencing assay	ERX3641113	24013_133_R1.fastq.gz	24013_133_R1.fastq.gz	ERR3649029	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/009/ERR3649029/ERR3649029_1.fastq.gz	cell24013_133	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#133	ERS3961477	SAMEA6161466	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#133	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#133	sequencing assay	ERX3641113	24013_133_R2.fastq.gz	24013_133_R2.fastq.gz	ERR3649029	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/009/ERR3649029/ERR3649029_2.fastq.gz	cell24013_133	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#134	ERS3961478	SAMEA6161467	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#134	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#134	sequencing assay	ERX3641114	24013_134_R1.fastq.gz	24013_134_R1.fastq.gz	ERR3649030	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/000/ERR3649030/ERR3649030_1.fastq.gz	cell24013_134	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#134	ERS3961478	SAMEA6161467	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#134	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#134	sequencing assay	ERX3641114	24013_134_R2.fastq.gz	24013_134_R2.fastq.gz	ERR3649030	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/000/ERR3649030/ERR3649030_2.fastq.gz	cell24013_134	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#135	ERS3961479	SAMEA6161468	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#135	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#135	sequencing assay	ERX3641115	24013_135_R1.fastq.gz	24013_135_R1.fastq.gz	ERR3649031	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3649031/ERR3649031_1.fastq.gz	cell24013_135	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#135	ERS3961479	SAMEA6161468	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#135	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#135	sequencing assay	ERX3641115	24013_135_R2.fastq.gz	24013_135_R2.fastq.gz	ERR3649031	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/001/ERR3649031/ERR3649031_2.fastq.gz	cell24013_135	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#136	ERS3961480	SAMEA6161469	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#136	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#136	sequencing assay	ERX3641116	24013_136_R1.fastq.gz	24013_136_R1.fastq.gz	ERR3649032	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3649032/ERR3649032_1.fastq.gz	cell24013_136	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#136	ERS3961480	SAMEA6161469	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#136	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#136	sequencing assay	ERX3641116	24013_136_R2.fastq.gz	24013_136_R2.fastq.gz	ERR3649032	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/002/ERR3649032/ERR3649032_2.fastq.gz	cell24013_136	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#137	ERS3961481	SAMEA6161470	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#137	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#137	sequencing assay	ERX3641117	24013_137_R1.fastq.gz	24013_137_R1.fastq.gz	ERR3649033	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3649033/ERR3649033_1.fastq.gz	cell24013_137	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#137	ERS3961481	SAMEA6161470	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#137	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#137	sequencing assay	ERX3641117	24013_137_R2.fastq.gz	24013_137_R2.fastq.gz	ERR3649033	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/003/ERR3649033/ERR3649033_2.fastq.gz	cell24013_137	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#138	ERS3961482	SAMEA6161471	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	plasmacytoid dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#138	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#138	sequencing assay	ERX3641118	24013_138_R1.fastq.gz	24013_138_R1.fastq.gz	ERR3649034	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3649034/ERR3649034_1.fastq.gz	cell24013_138	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	plasmacytoid dendritic cell
24013_#138	ERS3961482	SAMEA6161471	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	plasmacytoid dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#138	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#138	sequencing assay	ERX3641118	24013_138_R2.fastq.gz	24013_138_R2.fastq.gz	ERR3649034	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/004/ERR3649034/ERR3649034_2.fastq.gz	cell24013_138	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	plasmacytoid dendritic cell
24013_#139	ERS3961483	SAMEA6161472	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available	CF03YBY3	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#139	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#139	sequencing assay	ERX3641119	24013_139_R1.fastq.gz	24013_139_R1.fastq.gz	ERR3649035	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3649035/ERR3649035_1.fastq.gz	cell24013_139	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available
24013_#139	ERS3961483	SAMEA6161472	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available	CF03YBY3	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#139	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#139	sequencing assay	ERX3641119	24013_139_R2.fastq.gz	24013_139_R2.fastq.gz	ERR3649035	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/005/ERR3649035/ERR3649035_2.fastq.gz	cell24013_139	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	not available
24013_#14	ERS3961484	SAMEA6161473	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	not available	CF03YBY3	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#14	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#14	sequencing assay	ERX3641120	24013_14_R1.fastq.gz	24013_14_R1.fastq.gz	ERR3649036	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3649036/ERR3649036_1.fastq.gz	cell24013_14	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	not available
24013_#14	ERS3961484	SAMEA6161473	Homo sapiens	adult	normal	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	not available	CF03YBY3	24013	OK	fail	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#14	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#14	sequencing assay	ERX3641120	24013_14_R2.fastq.gz	24013_14_R2.fastq.gz	ERR3649036	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/006/ERR3649036/ERR3649036_2.fastq.gz	cell24013_14	dendritic cell	CD1a- CD123Int BDCA2+	skin	none	not available
24013_#140	ERS3961485	SAMEA6161474	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#140	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#140	sequencing assay	ERX3641121	24013_140_R1.fastq.gz	24013_140_R1.fastq.gz	ERR3649037	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3649037/ERR3649037_1.fastq.gz	cell24013_140	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell
24013_#140	ERS3961485	SAMEA6161474	Homo sapiens	adult	normal	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell	CF03YBY3	24013	OK	pass	cell	P-MTAB-90920	P-MTAB-90924	P-MTAB-90921	P-MTAB-90922	24013_#140	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	350	250	5'-3'-3'-5'	none	polyA RNA	Smart-seq2	oligo-dT	FACS	ERCC	P-MTAB-90923	WSI Sequencing Facility	24013_#140	sequencing assay	ERX3641121	24013_140_R2.fastq.gz	24013_140_R2.fastq.gz	ERR3649037	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR364/007/ERR3649037/ERR3649037_2.fastq.gz	cell24013_140	dendritic cell	CD1a+ CD123Int BDCA2+	skin	none	activated dendritic cell
